"Churn","MonthlyCharge","Gender","Age","Income","DeviceProtection","Tenure","Bandwidth_GB_Year","Contacts","Yearly_equip_failure","Item4","Item5","Item6","Item7"
"0","152.457857","0","69","35524.46","1","19.25835701","2623.835938","0","1","6","2","6","4"
"1","139.951231","0","50","48154.12","0","1.723983897","888.9795791","1","0","4","2","4","4"
"0","129.948316","1","47","85147.06","0","3.811416865","1023.702263","0","0","4","4","3","4"
"0","159.987503","0","59","49691.34","0","1.784103787","407.5928812","1","0","3","5","3","3"
"0","79.978861","1","57","32810.46","0","1.43538042","367.3059091","1","1","2","5","4","3"
"0","92.455141","1","29","49106.35","0","13.3451101","1571.397537","0","0","3","3","2","3"
"0","204.961033","1","32","23379.71","0","9.676963031","1340.685724","1","0","2","5","3","3"
"0","95.019486","0","81","40661.06","1","9.028422616","876.3492188","1","0","4","3","4","5"
"1","232.637807","0","22","11306.37","1","5.441479864","1700.52331","1","0","3","4","3","2"
"0","169.937833","0","37","12851.22","0","3.550421402","726.6441549","0","0","4","3","4","3"
"0","137.469817","1","83","23687.02","0","13.14070245","1577.015173","0","0","3","3","5","3"
"0","172.462354","1","44","95197.4","0","19.9235245","2113.850791","2","0","3","4","3","2"
"1","142.500692","0","85","29348.16","1","1.374911824","747.9301328","1","2","4","4","3","4"
"0","192.440432","1","58","5028.44","0","3.106980528","708.8254196","0","0","5","4","3","4"
"1","187.656013","1","80","85717.14","1","5.550110436","894.4102553","1","0","5","4","5","4"
"1","277.651257","1","28","34407.99","1","9.38712707","1712.794495","0","0","5","3","4","3"
"1","157.469817","1","31","5874.73","0","4.005780287","554.7295152","0","0","2","4","3","2"
"0","154.961766","1","87","68836.53","0","12.40889924","1889.347998","0","0","2","4","3","3"
"0","162.468917","0","36","35105.32","0","7.60247544","1078.260358","1","2","3","3","2","3"
"0","182.467607","0","23","15002.6","1","10.08463748","1310.382845","1","0","4","2","4","5"
"0","195.006206","0","70","51988.65","1","6.169035922","909.9557807","1","0","5","2","4","4"
"1","149.988989","0","24","18692.53","0","12.09641389","1461.101266","0","0","3","3","2","3"
"1","139.987503","0","49","20896.4","0","23.32691904","2649.830017","3","0","3","6","3","2"
"0","172.456745","1","60","41058.3","0","8.886360176","1340.373707","2","0","3","3","5","5"
"1","190.12704","1","85","22274.11","0","15.82334026","2123.334993","0","1","3","5","3","3"
"1","255.155493","0","32","20436.28","1","6.862244054","1476.644914","0","0","5","2","3","2"
"0","137.468388","0","46","28733.56","0","5.396647294","765.7044853","0","1","4","3","3","4"
"0","147.442069","1","47","20095.5","0","18.42609229","1890.385398","2","0","4","2","4","4"
"0","187.49737","1","34","109373.69","1","4.526667855","1259.528321","2","0","5","2","5","4"
"0","184.949594","1","47","45642.1","0","6.832965812","1468.00712","0","0","3","3","3","2"
"0","202.443347","0","21","13802.12","0","6.109999694","1060.779533","1","1","3","5","5","4"
"0","162.500692","0","48","67035.46","1","3.852627275","720.333405","0","4","2","3","2","3"
"1","159.979358","1","23","9237.79","1","12.74748675","2008.680996","0","1","3","3","2","3"
"0","162.465269","1","41","98906.55","0","4.997365436","1154.892024","0","0","3","4","2","3"
"1","182.443347","0","37","40529.84","0","15.32475177","2207.637213","1","0","2","5","4","5"
"1","194.952509","1","58","49350.86","0","18.81607435","2346.894471","1","0","4","3","3","3"
"0","149.962093","1","34","53196.73","1","7.629943705","954.1807838","1","0","4","4","5","3"
"0","172.510442","1","77","11113.69","1","9.417609509","976.910308","0","1","4","3","2","3"
"0","227.475448","0","49","31644.7","1","11.96148946","1599.474597","1","0","3","4","4","5"
"0","159.934918","0","32","26312.33","0","15.48651522","1660.386663","0","0","3","3","3","5"
"1","184.949594","0","64","78370.93","0","21.10862922","2536.687205","1","0","4","4","4","5"
"1","217.483972","0","70","6088.74","1","8.825774698","1283.000223","2","0","4","3","4","3"
"0","172.510442","1","56","6479.72","1","8.574105728","945.8621325","1","0","2","4","1","1"
"1","167.484705","1","45","40710.63","1","15.56696462","2247.823032","1","0","4","3","2","4"
"0","172.440432","0","88","73646.38","0","8.000279417","1441.176168","1","0","4","3","4","3"
"0","139.986074","1","22","32974.25","0","15.16346403","1765.167048","1","0","3","3","2","1"
"1","184.978458","1","78","3955.88","1","10.43448006","1203.563432","0","1","4","3","4","4"
"1","232.637807","1","69","53513.98","1","8.550692097","1692.566285","0","0","3","4","4","3"
"1","172.470522","1","51","42002.93","1","9.323157168","1486.494353","2","0","3","2","3","3"
"0","182.45383","0","26","99800.11","0","10.36025557","1550.154506","2","0","3","3","3","4"
"0","172.487091","1","22","18159.87","1","17.63783701","1979.490592","0","0","4","3","3","2"
"1","157.483594","0","66","82924.09","1","2.694014031","526.38731","0","0","3","3","3","2"
"0","167.456419","1","35","11824.7","0","2.937852035","570.7344969","2","1","3","6","3","3"
"0","104.97808","1","39","73624.07","1","9.566169913","1344.903546","0","0","4","3","5","3"
"1","152.479779","1","37","51606.19","1","2.163284177","602.4065111","0","1","4","3","5","4"
"0","127.525","1","72","36352.23","1","14.06970055","1339.377921","0","1","4","3","4","5"
"0","117.468591","0","64","33589.11","0","13.13159395","1752.198908","1","0","3","4","4","3"
"0","179.947583","1","48","25866.44","0","11.55776139","1273.142721","0","1","2","5","4","5"
"0","104.964303","0","51","6215.4","0","14.96367107","1964.775503","1","0","2","3","3","4"
"1","245.128318","1","49","71631.82","0","2.439520256","1341.450253","2","2","4","3","6","4"
"0","120.003499","0","86","81116.14","1","17.68782231","1976.347042","1","0","5","4","3","4"
"1","225.145743","0","37","30090.22","1","8.255617012","1917.60124","2","0","4","4","5","4"
"0","104.964303","1","55","3811.96","0","5.174032539","820.9557127","0","0","4","3","3","3"
"1","142.499263","0","54","38513.67","1","8.16762508","1148.911745","2","0","4","3","2","1"
"0","139.965008","0","63","35130.18","1","14.96689418","1919.921479","3","0","3","5","2","2"
"1","214.966286","1","65","37445.32","1","7.537243981","1036.324728","1","0","5","3","4","3"
"0","117.472036","1","41","67940.02","0","18.95221637","1839.699549","0","0","4","1","4","5"
"1","190.159922","1","79","20078.44","0","5.011735021","847.9561126","1","1","4","3","4","4"
"1","147.442069","1","26","27692.11","0","2.728247011","488.2811705","3","0","3","3","3","5"
"1","127.488728","1","63","18895.42","1","7.138985437","875.0932458","2","0","3","3","3","5"
"0","184.971516","1","73","22536.48","0","22.71649048","2128.80443","0","0","3","3","4","4"
"1","214.952509","0","55","35730.59","0","13.28051861","1541.165921","1","0","3","3","4","4"
"0","159.994242","1","43","79669.11","1","27.96096319","2687.9401","0","1","3","3","5","5"
"1","194.976769","1","48","36901.24","1","4.61174735","768.0341067","1","0","4","4","4","4"
"0","112.455141","0","72","27660.28","0","9.94963312","882.5591385","0","0","4","3","4","2"
"0","115.002061","0","18","39092.7","0","15.71358455","1679.045392","1","1","4","4","4","3"
"1","242.61428","0","33","43436.42","0","12.60420397","1809.863378","0","0","6","4","4","3"
"0","152.47417","0","33","56327.41","1","17.92733138","2295.960298","0","0","4","3","3","4"
"1","217.483972","1","76","16762.99","1","6.818705821","955.0181592","1","0","2","5","4","5"
"0","159.979358","0","55","46854.5","1","15.97494301","2035.008705","0","0","3","4","2","4"
"1","169.967067","0","48","34372.27","0","14.39399314","1681.813552","2","1","2","6","2","4"
"1","215.159141","0","87","24378.22","1","9.983052758","1774.760154","1","0","4","4","3","3"
"0","187.656013","1","74","31198.52","1","2.704950495","711.7404846","2","1","2","4","3","4"
"1","207.609354","0","55","38162.85","0","20.83084927","2221.139588","2","2","4","4","2","3"
"1","192.440432","0","65","36333.77","0","1.225588884","547.9869964","3","0","3","5","2","4"
"0","152.457857","0","44","13288.6","1","10.44973947","1768.55004","0","1","4","4","2","3"
"0","207.609354","1","19","25446.01","0","3.418302206","926.9394553","0","1","4","3","2","4"
"0","162.468917","0","87","26129.83","0","4.837990763","715.3186358","3","0","5","4","3","4"
"1","172.470522","1","85","76184.47","1","1.963127209","771.9557231","1","0","2","5","1","2"
"1","129.948316","0","27","81803.03","0","10.34247598","1671.469773","0","0","4","3","5","1"
"1","137.461553","1","55","54981.51","0","1.156719701","358.4232611","0","1","6","4","3","3"
"0","175.133074","0","47","112031.33","0","17.3999197","1935.461046","1","0","4","3","6","6"
"0","147.471303","0","73","69444.54","0","3.124488057","520.8892347","3","0","4","2","4","4"
"1","197.470195","1","68","57844.94","0","6.958063425","1356.12218","2","0","3","3","5","4"
"1","179.965581","0","50","36772.35","0","7.010189312","914.8863272","0","0","6","1","5","4"
"1","147.473844","0","23","22853.63","1","2.447985699","638.4642534","1","0","4","4","3","6"
"0","174.975543","0","36","39702.07","1","4.269258862","919.2881691","1","1","3","3","4","3"
"0","162.446995","0","53","27546.33","0","8.343625652","1515.532948","1","0","3","4","4","3"
"0","147.460067","1","62","27329.96","0","4.397705634","476.4598684","0","2","5","2","5","4"
"0","182.45383","1","89","56631.76","0","11.08150154","1140.151122","0","0","3","4","4","2"
"0","144.960655","1","74","135171.31","0","7.273510936","677.1757219","0","0","2","5","4","2"
"1","142.452604","1","28","7619.18","0","12.01513041","2138.553831","2","0","3","5","4","4"
"0","147.442069","1","19","65377.87","0","4.845060681","746.2481195","0","0","3","3","3","3"
"1","104.964303","0","63","23514.45","0","11.19078648","1370.012453","4","0","4","3","2","2"
"0","139.9678","1","26","121993.18","0","16.91776871","1754.601627","2","0","6","3","6","4"
"1","182.460772","1","45","35556.27","1","21.16641251","2115.906589","0","0","4","4","3","2"
"0","164.988941","1","29","42326.58","1","25.88644227","2576.783187","0","0","2","3","3","4"
"0","127.473844","0","87","4523.8","1","15.59096202","1826.678884","1","0","3","5","3","2"
"0","149.984492","0","27","7128.27","1","13.03099332","1559.824693","2","0","5","3","3","5"
"0","79.978861","1","50","126457.41","0","8.034201127","961.7341695","1","3","1","4","5","4"
"0","137.468591","1","41","29093.29","0","1.124656757","409.5740796","1","1","2","4","3","2"
"0","164.978458","1","70","65477.76","1","3.551651444","1048.538032","2","1","4","4","2","2"
"0","154.975543","1","74","18185.88","1","7.925553778","1460.729298","3","0","3","4","5","4"
"0","160.00128","0","72","34217.69","1","3.685081574","539.9859818","1","0","6","3","5","3"
"0","182.460772","1","71","56034.16","1","2.659423565","483.4546178","0","0","5","2","3","2"
"1","117.485813","0","55","16526.81","1","1.355493769","541.4070913","2","0","3","4","5","4"
"0","159.965008","1","89","80803.77","1","7.442451151","1030.206721","1","0","4","3","5","3"
"1","172.455519","0","38","40392.47","0","11.03162791","1442.347357","1","0","4","3","4","4"
"0","129.976324","1","21","43889.69","0","9.141192423","1204.678983","1","0","5","4","4","3"
"0","139.99789","0","71","30101.28","1","4.633545041","730.1829735","0","2","2","4","3","5"
"0","94.972827","1","49","26569.81","0","9.22316707","1304.854276","2","1","3","5","4","4"
"0","169.937833","0","74","67521.69","0","24.0737635","2410.11164","1","0","4","3","5","3"
"1","187.484705","0","34","62441.01","1","7.771315315","1278.688937","1","2","2","3","4","3"
"0","172.462354","1","42","19165.73","0","5.7018635","831.9771606","0","1","3","5","3","4"
"1","275.119794","1","26","33846.23","0","2.456217972","995.4220744","2","0","3","3","5","4"
"0","194.976769","1","48","24892.78","1","2.849622074","592.8646912","0","1","2","4","6","4"
"0","112.455141","1","42","77107.03","0","12.61694943","1055.617042","1","0","3","4","5","4"
"1","139.979239","0","88","35108.41","0","2.967533379","525.3069851","0","1","1","4","3","5"
"0","245.131966","0","41","32296.27","0","4.44463064","1128.690355","2","0","2","5","3","2"
"0","162.446995","1","55","27019.83","0","10.92247392","1668.779606","3","0","3","6","1","2"
"1","169.937833","0","20","12353.15","0","5.696461819","958.2229045","1","0","4","4","3","3"
"0","139.981577","0","83","35982.39","1","5.173463744","825.6469228","1","0","1","4","2","2"
"0","144.960655","0","42","42104.6","0","9.339307484","941.291001","0","0","5","1","6","6"
"1","184.978458","0","43","55656.36","1","1.699850064","900.3977089","1","0","3","4","2","2"
"1","197.483972","0","72","48881.55","1","3.955928538","1260.12789","3","0","4","1","3","5"
"1","220.161527","0","45","32000.75","1","9.652842643","1618.259683","0","0","4","3","6","5"
"1","147.442069","0","18","29822.31","0","16.53244292","1727.882293","1","0","2","4","2","3"
"0","164.985293","0","30","72270.25","1","4.777862937","1464.442974","1","1","3","3","4","4"
"1","147.456419","0","25","27669.39","0","22.57289049","2588.843484","1","0","3","4","4","4"
"0","104.97808","1","58","42027.65","1","8.571860106","1170.35317","0","0","4","3","4","3"
"1","220.114868","1","86","69014.19","0","7.195810535","1409.882802","0","0","2","5","3","4"
"1","182.446995","0","88","63827.57","0","2.978504665","486.1105716","3","0","5","3","3","2"
"0","160.00128","0","48","16502.68","1","2.661961707","688.7644008","0","0","2","4","1","3"
"1","240.114868","0","86","45181.64","0","2.834098048","901.5457844","2","0","3","2","3","4"
"1","255.155493","0","39","45244.57","1","8.637184433","1568.344567","4","0","3","4","2","4"
"1","220.114868","1","55","27457.73","0","10.46190099","1809.921626","1","0","3","5","2","3"
"0","142.471255","0","34","7326.3","1","4.861047755","1192.174805","4","1","5","1","4","4"
"1","179.947583","1","69","60631.73","0","9.62893496","953.8934493","3","1","4","2","5","5"
"0","140.004928","1","72","55708.35","1","4.248159714","682.4871065","1","0","5","3","4","3"
"0","187.484705","0","66","36635.39","1","7.912612583","1154.565474","1","0","3","3","3","5"
"1","127.488728","0","39","11435.62","1","3.135848347","677.2734494","0","0","4","4","4","3"
"0","162.471255","1","56","3381.33","1","9.31669305","1024.582571","1","0","3","3","2","3"
"1","137.483594","0","44","57644.66","1","6.485770796","1291.915318","3","1","3","3","3","3"
"0","149.944668","0","18","41967.93","0","10.55505829","1755.239032","0","2","4","2","4","3"
"0","172.47417","0","70","27990.52","1","19.43267321","1884.50089","1","1","5","2","5","5"
"1","184.979684","0","46","29318.41","1","2.108441505","1029.123182","1","0","4","5","4","4"
"0","199.990219","0","30","33315.46","1","16.08842518","2489.519356","1","0","3","4","3","3"
"1","172.503404","0","76","42506.64","1","4.860645308","742.7794122","0","0","3","4","4","3"
"0","82.496547","1","33","6878.84","0","18.88610542","1797.14783","1","0","2","3","2","4"
"1","182.446995","0","74","11856.64","0","11.73492964","1249.494056","0","0","5","2","4","4"
"1","197.628838","0","21","19017.34","0","9.841085026","1495.341126","1","0","5","2","5","4"
"1","174.988208","0","71","62781.25","1","7.819783852","1516.797047","0","0","4","4","4","3"
"1","164.967019","1","66","5601.94","1","29.70527547","3293.015758","0","1","4","3","4","2"
"1","207.475448","0","66","41527.17","1","2.478012402","1057.037731","1","0","4","3","4","2"
"1","255.119794","0","35","11098.51","0","4.089115347","1467.90459","2","0","5","4","4","4"
"1","142.452604","0","25","50670.27","0","20.96092159","2743.734408","1","0","3","5","3","4"
"0","117.487242","0","43","30118.57","1","4.55454522","976.9718156","0","0","6","2","4","3"
"1","275.119794","0","72","12704.28","0","2.876901531","956.9132284","0","0","3","2","5","4"
"1","172.47417","1","25","54567.1","1","5.682066541","884.6278615","1","0","4","2","6","5"
"1","159.947583","1","43","54250.43","0","3.187512279","1201.898094","0","0","2","5","2","3"
"0","157.483594","1","57","73645.85","1","7.93260821","810.4941232","0","0","2","4","5","5"
"1","172.456745","0","23","41979.65","0","5.146834768","1237.560637","1","0","4","4","5","4"
"0","179.947583","0","20","40057.18","0","21.63512984","2211.379038","0","0","4","4","4","4"
"0","149.99153","1","35","115520.53","1","9.941798485","1144.495358","2","0","5","2","5","4"
"0","204.979684","1","81","18913.5","1","15.26657624","1558.309095","1","1","4","3","4","4"
"0","104.992311","0","57","56342.23","0","2.62860278","501.0626363","2","0","3","3","3","3"
"0","137.439154","0","32","57826.31","0","2.045299662","495.8370195","0","0","4","4","4","3"
"0","242.657291","0","60","90889.4","1","23.05042619","2730.054658","1","0","3","4","4","4"
"1","235.159141","0","64","36220.07","1","7.677039536","1370.86345","1","2","2","3","2","3"
"0","117.468591","0","48","47229.76","0","5.427546075","1111.834697","1","1","4","3","3","3"
"1","190.159922","0","40","22390.15","0","14.05740045","1887.197833","2","1","4","3","4","3"
"1","159.987503","1","67","65392.96","0","5.791194183","596.625449","0","3","3","4","3","3"
"0","169.944668","1","64","71721.17","0","14.23594392","1507.046722","3","1","3","4","3","4"
"1","200.118516","0","21","45734.73","0","3.883156675","1330.988714","0","0","3","3","5","4"
"0","129.948316","0","82","33168.88","0","31.10956637","3192.755309","1","0","3","3","3","3"
"0","130.024412","1","72","22070.09","1","4.891651665","644.4955303","2","0","5","3","2","4"
"0","159.964152","1","23","42479","0","5.812856338","1076.076012","1","0","4","4","4","4"
"0","159.951231","1","37","31781.03","0","1.67735795","432.0011277","0","0","5","2","4","3"
"1","192.470522","0","24","47256.46","1","10.55675189","1437.241364","0","1","6","3","4","3"
"0","124.964303","1","40","122844.86","0","10.08691319","951.5458256","2","2","2","4","6","3"
"0","200.165175","0","32","81622.91","1","12.48678964","1733.107782","0","1","4","4","2","1"
"1","245.145743","0","59","52687.01","1","9.553290527","1599.874839","2","0","3","5","5","4"
"0","159.951231","1","44","21817.19","0","6.307898491","726.8978219","2","0","3","4","4","3"
"0","134.980139","0","60","38135.76","0","7.195646567","831.4033785","1","0","2","5","2","4"
"1","175.133074","1","56","28438.52","0","15.15825465","1798.360928","1","1","4","2","4","3"
"1","220.114868","0","23","22561.45","0","22.56250894","3014.958938","1","2","2","4","4","4"
"0","162.468917","1","24","13935.17","0","2.619468979","534.6671843","1","0","2","5","3","3"
"0","112.484375","1","85","15433.62","0","7.321650003","552.7011071","2","0","4","4","4","3"
"1","242.628057","1","55","57281.66","1","3.469955007","961.4921994","2","1","3","3","4","3"
"1","114.965789","1","52","48038.44","0","17.88183906","1737.043258","3","0","2","3","2","3"
"0","124.97808","1","42","92748.49","1","12.33304231","1425.346946","1","0","4","2","3","3"
"0","139.934918","0","49","27950.05","0","17.12047934","2275.16632","1","0","4","3","3","5"
"1","184.985293","1","84","43525.94","1","4.32321356","627.3962656","2","2","2","3","4","4"
"0","182.483267","1","45","55370.33","0","7.59915732","972.4555268","0","0","2","4","2","3"
"1","255.133571","0","24","31003.45","1","12.71183755","2383.673575","1","0","4","2","5","4"
"1","169.937833","1","32","55523","0","3.868738215","686.8335296","3","0","5","5","3","3"
"0","129.959755","1","18","15782","0","6.642819537","1539.452153","0","0","3","4","4","2"
"0","252.62403","1","73","47596.81","0","3.871799525","770.971694","1","0","3","4","5","2"
"1","245.174977","1","87","11565.2","1","2.288223389","937.6860638","1","0","6","1","6","4"
"0","132.466002","0","62","24216.4","0","9.331730104","1579.887065","1","0","4","3","3","3"
"1","222.632554","1","82","10429.51","0","17.01228541","2294.265591","1","1","4","4","3","3"
"0","165.018175","0","71","34905.9","1","4.556801333","871.9497737","0","0","5","2","3","5"
"0","127.442069","0","71","97462.46","0","1.522691557","737.7421962","0","0","3","4","3","2"
"1","152.495236","1","55","39746.81","0","2.988653862","571.3635369","2","0","3","3","2","3"
"0","139.965008","0","61","41817.73","1","9.821119931","1566.414462","2","0","3","4","2","6"
"1","129.948316","1","41","17888.07","0","2.495010749","935.5106086","1","0","3","4","3","1"
"0","144.988941","1","54","30398.93","1","4.452382314","1244.404963","1","0","4","3","3","4"
"1","149.992756","1","53","8657.1","1","3.847102787","875.8840004","1","1","6","3","3","3"
"0","159.951231","1","49","46183.9","0","3.688657724","557.4590468","0","2","5","2","8","6"
"1","184.979684","0","69","9106.57","1","21.13118502","2543.181756","2","0","4","4","4","4"
"0","127.481989","1","59","50103.36","0","23.44153546","1997.134556","1","0","4","3","4","4"
"1","132.466002","1","18","1193.19","0","4.594946825","1196.617394","0","0","3","3","4","4"
"1","192.440432","1","36","57322.77","0","8.085917091","1088.288955","1","0","4","3","4","3"
"0","139.99789","0","55","7682.28","1","6.086525665","840.1259162","2","0","4","3","3","4"
"0","217.472533","1","22","13337.97","1","3.295993837","839.4587853","1","1","2","4","5","3"
"0","139.934918","0","56","66945.1","0","2.354138635","1011.509096","1","0","5","2","5","4"
"1","139.981577","1","89","38227.48","1","5.68109955","738.9464573","1","0","2","5","2","1"
"0","149.977753","0","82","60150.88","0","16.96762986","1567.544174","0","1","3","4","4","4"
"1","147.442069","0","35","49128.48","0","4.544027018","874.5485738","2","0","5","2","5","4"
"1","149.937833","0","20","23702.37","0","10.3444125","1690.990907","0","0","3","3","3","4"
"1","129.959755","1","39","25368.71","0","4.672608309","1093.673208","0","0","3","5","2","3"
"0","137.483594","0","65","1593.76","1","11.44470291","1598.603464","1","0","5","3","3","4"
"1","204.963371","1","28","24984.75","1","16.78883402","1982.607316","2","1","4","2","2","3"
"1","270.160419","0","86","29315.24","1","10.27733324","1998.877156","3","0","4","3","4","3"
"0","169.937833","0","27","13262.8","0","15.98515564","1870.659833","1","0","4","2","3","4"
"1","262.610632","1","65","20617.44","0","3.19677148","831.5573687","0","2","4","4","4","5"
"1","152.47417","0","61","44278.91","1","2.256763731","1043.284658","1","0","4","4","3","3"
"1","119.989722","1","39","96112.52","0","1.915736733","587.0970427","2","0","3","2","4","4"
"1","245.146969","0","55","23194.97","1","14.02688588","2207.767111","3","0","2","4","3","3"
"0","214.966286","1","86","37302.74","1","20.96098587","2252.093831","0","1","3","4","4","4"
"0","127.442069","1","35","23781.26","0","16.48377098","1968.581014","0","1","2","3","4","3"
"1","137.461553","1","23","77548.98","0","7.989151046","992.3896521","0","0","2","5","1","4"
"0","124.964303","1","75","63986.3","0","5.682395213","383.5428131","1","0","4","3","4","3"
"1","129.994975","1","24","99754.87","1","10.99225739","1297.575754","1","0","4","4","3","3"
"0","162.471255","0","34","49399.04","1","1.550200335","507.3968121","1","1","4","4","3","4"
"0","172.47417","1","63","32285.99","1","19.73065009","2095.858312","2","0","4","1","5","5"
"1","182.476229","0","50","29216.14","0","7.840871292","1173.415489","0","1","3","4","4","3"
"0","127.511223","1","46","65864.17","0","7.349883172","885.546457","2","0","2","2","3","4"
"0","187.513939","1","46","25126.23","1","5.414586898","1009.567691","0","0","4","4","4","5"
"0","160.00128","1","24","39373.92","1","9.605264775","1100.161591","2","0","4","3","4","1"
"1","182.490006","1","32","52197.12","1","4.843533662","985.3722849","1","0","2","4","2","3"
"0","112.455141","0","57","47514.11","0","13.24581884","1171.036365","0","1","3","4","4","4"
"1","137.439154","1","50","12599.71","0","3.330819942","556.6697772","0","0","3","3","5","4"
"0","147.478341","1","49","44739.96","0","1.84918194","297.5330656","0","1","4","3","4","4"
"0","124.993537","1","69","53103.72","0","9.07813252","814.974232","1","1","2","3","4","3"
"0","120.003499","0","77","75066.56","1","6.585140105","942.2015895","0","0","4","2","3","3"
"0","147.473844","1","30","106608.35","1","10.46452162","1374.793483","0","0","4","4","2","3"
"0","139.934918","1","26","61773.61","0","10.11687657","1698.876321","1","0","2","5","3","3"
"1","242.628057","0","30","53853.79","1","2.181372893","1015.71304","0","1","3","3","2","3"
"1","127.473844","1","78","27235.84","1","14.26615817","1696.133718","1","0","1","5","2","2"
"1","162.498151","1","73","11644.24","0","19.08438023","1825.848805","3","0","2","4","5","5"
"0","134.950905","1","39","33945.2","0","6.203299256","633.9224183","0","0","2","4","4","3"
"0","127.481989","0","39","13724.61","0","3.354127023","468.2897271","1","0","4","4","3","2"
"0","142.452604","1","72","26759.06","0","9.38354759","1470.820856","1","0","5","3","3","4"
"0","159.979358","0","37","17255.25","1","3.724597242","1336.534659","0","0","5","3","3","3"
"0","152.502178","1","34","71603.66","1","8.831489129","1185.69317","0","1","5","2","5","4"
"0","129.948316","0","27","34035.83","0","3.507044017","1142.173902","2","0","5","4","2","4"
"1","207.609354","1","24","14048.99","0","6.390769574","1061.749813","1","0","3","4","4","4"
"0","184.985293","1","43","8721.22","1","2.180613468","656.1054778","4","0","3","3","5","4"
"0","114.983787","1","58","97057.93","0","4.002381804","391.7847619","0","1","3","3","4","4"
"1","222.649979","1","75","19696.86","1","2.698284625","783.1189106","1","0","4","2","4","4"
"0","142.515576","0","33","64397.56","1","12.13508874","1729.34277","1","0","4","4","4","4"
"1","152.466002","0","57","19254.52","0","2.934758008","535.493169","0","0","4","3","3","3"
"1","227.475448","1","78","38294.87","1","1.262037303","668.5567922","1","1","3","5","4","4"
"0","154.961766","1","74","46946.24","0","17.5841798","2356.021599","0","0","2","4","3","3"
"0","162.500489","1","51","90956.64","1","13.23888382","1526.656486","0","0","4","4","3","3"
"1","192.48852","1","32","26473.71","1","10.44223446","1257.976073","0","0","3","3","5","5"
"1","222.628057","0","84","21808.87","1","2.38395716","1176.40624","1","0","3","3","4","3"
"1","222.649979","1","60","89037.69","1","10.404813","1556.108789","1","0","4","1","4","5"
"0","190.173699","1","20","108847.93","1","16.37167434","2053.027319","1","1","2","4","1","1"
"0","127.506726","0","38","13867.89","1","1.350108155","411.2961627","0","3","5","2","4","5"
"1","149.984492","0","71","22183.52","1","12.42216588","1488.81735","2","1","4","4","4","4"
"1","200.132293","1","56","42197.88","1","3.797689495","1304.571599","1","0","5","3","4","3"
"1","200.132293","1","35","14953.78","1","3.784962992","1341.595521","0","0","3","4","3","4"
"1","217.483972","1","33","8888.06","1","7.154371452","1123.503268","1","0","4","3","5","5"
"1","129.962093","1","88","21816.78","1","20.13119126","2214.953933","0","0","3","3","4","4"
"0","92.5018","1","75","12622.46","1","7.822562679","732.0802458","1","0","3","4","5","4"
"0","164.967019","1","34","49393.59","1","3.160392389","1099.763014","1","0","3","3","5","6"
"0","182.45383","0","89","21812.08","0","14.38025496","1365.14372","1","1","2","4","3","4"
"0","230.105118","1","76","70607.91","0","7.517405581","1108.349605","3","0","2","4","3","4"
"0","124.97808","1","69","55322.08","1","11.44196811","986.7489919","1","0","3","3","4","2"
"1","182.443347","1","88","16307.08","0","7.413563684","1248.345698","1","1","4","3","4","4"
"0","149.937833","1","64","48413.98","0","11.32483244","1637.132389","0","0","3","4","3","3"
"1","137.468388","0","65","62616.43","0","4.279464865","704.224884","1","0","1","5","2","2"
"1","162.460772","0","51","149502.87","1","3.468872554","1203.486183","0","0","4","3","3","4"
"0","139.983006","0","69","30040.32","1","12.47525704","1665.50808","0","1","4","3","3","3"
"0","104.962874","0","81","24859.24","0","2.744401393","484.8207127","0","0","3","4","3","4"
"0","167.484705","1","79","69154.47","1","7.608938235","1422.716519","2","0","3","4","3","6"
"0","144.960655","1","64","77152.84","0","14.60426293","1341.412763","2","1","6","2","6","4"
"0","149.97755","1","58","38871.97","0","29.68889421","2674.084451","0","1","2","5","3","3"
"1","187.46728","1","77","11290.67","0","5.497366828","1243.061143","0","1","5","3","3","4"
"1","232.641455","1","19","24897.26","1","4.955415304","1111.571623","1","0","5","2","3","3"
"1","214.966286","0","60","9966.89","1","13.31283015","1546.673637","0","0","3","4","2","2"
"0","204.963371","0","30","42991.1","1","2.656111103","834.3144319","1","0","4","4","5","5"
"0","169.992756","1","71","39432.05","1","18.02281027","1688.039806","2","0","3","4","1","2"
"1","245.131966","0","31","25576.73","0","11.71980152","1726.803854","1","0","2","4","2","3"
"0","114.972827","1","74","48623.32","0","6.22226629","717.4300821","2","1","3","5","4","3"
"0","160.00128","0","64","19887.32","1","16.24273454","1656.731409","2","0","2","6","3","3"
"0","112.455141","0","47","30342.56","0","17.64373477","1594.963149","0","0","3","3","3","3"
"0","79.978861","0","76","61714.39","0","23.42878979","1943.112927","2","2","4","4","5","5"
"0","92.455141","1","74","44165.21","0","6.7464384","913.9626257","1","0","2","4","3","4"
"0","144.960655","0","54","33735.54","0","11.70414173","1157.286118","0","2","4","2","4","3"
"0","152.462354","0","22","46078.58","0","4.909764597","1323.979879","1","0","3","4","3","5"
"0","175.02109","1","31","34179.49","1","19.43430735","2138.939088","1","0","4","4","5","6"
"0","104.962874","0","80","22140.16","0","2.60003549","445.4856462","4","0","4","4","4","2"
"0","149.992756","0","67","34412.53","1","17.4880629","2029.97992","1","0","4","4","4","6"
