Churn,Gender,Age,StreamingMovies,MonthlyCharge,Tenure,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Item1,Item2
0,1.0,78,0,152.4579,10.91296,9.462517,14,3,0,3,4
1,1.0,18,1,270.1604,16.16886,9.331181,3,1,1,4,4
0,0.0,57,1,127.475,6.542299,10.60544,13,0,1,1,1
0,0.0,51,0,92.45514,17.66747,5.306158,16,0,0,3,2
0,1.0,35,1,159.965,5.63873,12.9755,12,3,0,5,4
0,1.0,25,0,167.4564,9.307673,9.708487,9,0,0,6,4
0,0.0,57,0,219.9902,4.582941,14.67669,11,1,1,4,4
1,0.0,82,1,242.6326,7.755991,6.924593,8,0,0,3,2
0,0.0,29,0,157.4698,9.557096,9.660222,10,1,1,5,4
0,1.0,58,0,149.9778,5.219974,5.711911,13,1,1,6,4
0,1.0,60,0,172.4624,18.13802,10.38533,12,1,0,4,3
1,1.0,85,1,255.1372,3.935134,10.43098,13,0,0,4,4
1,0.0,74,1,194.9992,9.049865,10.74227,7,0,0,3,3
1,1.0,21,0,164.967,5.596602,8.941573,12,1,0,5,4
0,0.0,67,0,104.9781,3.908371,9.877819,11,2,0,2,3
0,1.0,43,0,152.4579,1.739449,12.62231,16,1,0,5,6
1,1.0,46,0,194.9581,6.002744,12.51589,10,0,1,5,4
0,1.0,26,0,162.4526,24.42176,5.255272,11,1,0,4,2
0,1.0,47,0,160.0013,3.197618,11.56658,14,1,0,5,4
0,0.0,86,0,114.9976,3.180149,9.35093,11,0,0,4,5
1,1.0,26,0,159.9794,6.981941,5.050186,12,2,0,4,4
1,1.0,32,1,210.1051,14.7857,17.74402,11,0,0,3,4
0,1.0,81,0,174.9581,9.361841,13.68251,12,1,0,4,4
1,0.0,48,1,245.132,8.079294,11.95606,11,1,0,4,4
1,0.0,43,1,265.147,9.487121,6.139202,11,1,0,4,4
0,1.0,83,0,92.5018,7.409149,11.6577,9,0,0,5,5
0,1.0,85,1,172.4555,5.111421,10.25643,14,1,0,3,4
1,1.0,38,1,245.147,4.770815,11.96338,8,0,0,2,2
1,1.0,67,1,202.4433,2.65459,9.299708,13,0,0,5,4
1,1.0,55,1,225.1457,13.71891,9.962708,13,0,1,4,4
1,1.0,53,0,194.9768,12.69435,7.96371,10,1,1,4,5
0,0.0,52,0,104.9629,6.324505,5.566561,15,1,0,3,3
0,0.0,63,0,117.4872,14.80965,7.473832,10,0,1,3,3
1,0.0,29,0,119.9568,13.8206,11.2307,11,2,1,3,2
1,0.0,81,1,245.147,2.130946,9.700795,13,0,0,4,3
0,1.0,82,1,179.9476,5.885148,13.04796,18,0,0,4,4
1,1.0,83,1,242.6573,12.77209,11.12455,10,2,2,2,2
1,0.0,68,0,160.0122,3.112447,7.711119,9,0,1,2,3
1,0.0,53,1,257.6375,6.816014,8.06957,14,2,0,3,3
1,0.0,49,1,154.9919,7.367806,4.131287,16,1,1,3,3
1,1.0,33,0,207.4811,21.08084,9.257301,11,0,0,5,4
0,1.0,49,0,134.9509,13.15232,9.73327,16,0,0,3,3
1,1.0,43,0,124.9607,1.270546,8.719019,10,1,0,5,3
1,1.0,69,0,167.4847,16.56118,5.353483,12,1,0,4,5
1,0.0,19,1,187.656,12.21802,8.008225,15,2,0,3,2
0,1.0,87,1,139.9792,6.137692,5.099569,16,0,0,4,3
0,0.0,22,1,159.965,12.82428,10.37097,10,2,1,4,3
0,0.0,70,0,172.4871,7.458099,7.828963,10,1,1,4,5
1,1.0,80,0,149.9483,1.397042,9.527541,12,0,1,4,3
1,0.0,60,1,257.6375,14.98386,7.908108,8,1,0,4,4
0,1.0,58,0,104.9643,19.75809,13.19755,13,3,1,3,3
0,0.0,32,0,132.5127,12.27217,10.17344,9,0,1,3,3
1,0.0,40,1,255.1198,9.23286,7.160613,12,2,0,4,5
1,1.0,47,1,207.6386,2.497434,9.267577,13,0,1,2,2
1,0.0,73,1,197.6288,15.91251,11.3134,21,0,0,3,3
1,1.0,40,0,129.9915,4.527648,7.09874,11,1,0,3,3
0,1.0,74,0,127.4738,3.99954,10.02228,8,2,0,6,4
0,0.0,46,1,204.961,8.133191,13.6576,17,1,0,3,4
1,1.0,60,1,245.147,8.970035,7.614454,13,2,0,5,4
0,1.0,56,0,149.9928,1.589535,10.12576,11,2,1,5,4
0,0.0,55,1,154.9919,7.88215,11.57698,13,1,0,4,4
1,0.0,25,0,194.9768,4.244854,4.06907,16,0,3,3,4
1,1.0,82,1,217.484,18.65137,14.56169,12,1,0,4,3
0,0.0,51,0,107.5286,3.399281,16.22817,10,0,0,4,4
0,0.0,30,0,117.5152,9.594746,10.0764,16,0,0,3,3
0,1.0,83,0,162.4713,3.199682,10.2213,9,0,1,4,4
1,1.0,63,0,159.9349,13.24052,13.5599,10,2,0,4,4
1,1.0,71,0,149.9776,9.584536,11.98918,17,0,1,3,2
1,1.0,38,1,220.1323,1.135161,9.409715,8,1,0,4,5
1,1.0,32,1,222.6792,1.835282,16.88379,11,1,0,4,4
0,0.0,32,0,172.4579,14.76538,14.06327,16,0,0,1,2
0,1.0,40,0,195.0062,14.95975,9.270527,7,0,0,5,4
0,0.0,45,0,162.4526,8.487326,12.80286,11,0,1,4,4
0,0.0,51,1,152.4555,16.25256,11.17461,17,0,1,3,3
1,1.0,30,0,139.9349,17.4028,8.4836,11,0,0,4,3
1,0.0,42,1,182.447,5.850283,13.99538,14,0,0,2,3
0,1.0,75,1,184.9797,20.43277,4.528985,14,1,0,3,3
1,0.0,82,0,197.4725,2.763224,5.147124,15,2,0,4,4
1,0.0,64,1,265.147,15.73243,12.80754,13,1,0,2,3
1,0.0,66,1,159.9476,1.482474,9.204904,9,2,0,5,4
0,0.0,55,0,157.4698,3.437502,11.63888,8,2,0,2,2
0,0.0,86,1,139.965,17.20502,11.24506,13,2,0,4,4
0,1.0,49,0,124.9935,8.327722,9.326198,15,1,0,5,7
0,0.0,68,0,144.9607,2.225465,15.65819,14,1,1,5,5
0,1.0,23,0,172.4441,2.477945,11.98003,16,1,0,3,3
0,0.0,50,0,147.5031,9.25848,3.978796,12,0,1,2,3
0,1.0,53,1,169.9378,20.14176,10.80628,11,0,0,3,3
1,1.0,85,1,220.1185,11.14615,10.22095,14,0,1,4,4
0,0.0,68,0,127.482,1.5183,7.732668,13,0,0,5,4
1,0.0,80,1,164.9647,14.80365,10.45028,17,1,0,5,4
1,0.0,27,1,147.4713,2.734057,11.913,11,2,0,3,3
1,0.0,62,1,210.1518,10.17576,12.46778,17,3,0,4,4
1,1.0,29,1,174.9699,1.582585,6.933869,15,2,1,5,6
1,1.0,40,1,235.1591,9.38329,11.58268,18,2,0,4,5
0,1.0,67,1,222.65,10.85537,10.40504,8,0,1,4,4
1,1.0,66,1,220.1149,7.400769,10.51146,13,2,1,4,3
1,1.0,36,0,137.4698,6.84336,6.063243,7,0,0,3,4
1,0.0,24,1,242.6143,3.290431,15.92158,12,0,0,4,3
0,0.0,89,0,192.4885,14.59541,11.31675,12,0,1,4,4
1,0.0,89,1,172.4705,8.882682,11.07048,15,2,0,3,3
1,0.0,32,0,142.4713,23.16242,10.68049,13,1,3,2,3
0,1.0,82,0,149.9483,2.590677,15.77718,10,0,0,3,3
0,0.0,55,1,159.9942,5.59356,15.33257,6,1,0,5,3
1,1.0,19,1,220.1149,9.933523,15.85825,14,2,0,3,3
1,0.0,47,0,104.9643,2.992589,13.56065,18,2,0,4,4
1,0.0,48,0,179.9794,19.57075,9.395636,11,1,0,5,5
0,0.0,72,1,127.4887,16.68618,13.96002,12,0,0,6,5
1,1.0,67,1,129.9598,7.749595,8.929747,14,1,0,2,2
0,0.0,57,0,137.4392,9.713544,10.55112,20,3,2,4,4
0,1.0,84,0,147.5031,9.288851,9.566251,7,1,0,3,2
0,1.0,72,0,139.9349,14.21143,8.082,11,1,0,4,5
1,1.0,36,1,172.4567,12.26499,14.67215,6,2,0,4,5
0,1.0,44,0,114.9728,2.096411,12.20597,12,0,0,3,2
0,1.0,65,0,204.9634,14.76922,10.77215,6,3,1,3,2
0,1.0,58,0,107.482,9.388962,9.39907,9,1,1,2,2
1,0.0,28,1,172.4742,2.061636,8.079021,14,0,0,2,2
0,1.0,37,0,179.9656,2.687062,9.40182,13,3,0,3,3
1,0.0,26,1,255.1417,1.854011,9.726798,17,0,0,5,5
0,1.0,67,0,114.9509,6.233177,7.690569,17,0,0,5,5
1,0.0,30,1,225.1457,11.36938,14.36615,9,3,2,3,5
0,0.0,20,0,162.497,5.533288,7.663075,9,2,0,2,2
1,1.0,39,1,210.1051,10.18679,10.4255,6,1,0,4,5
0,0.0,78,1,190.1737,5.857544,10.18198,15,2,0,4,4
0,0.0,79,0,174.9755,4.348554,10.22727,13,0,0,5,4
1,0.0,83,1,200.1323,5.494536,6.152569,9,4,0,2,3
0,1.0,83,0,157.4836,15.07508,14.61583,14,2,0,2,2
1,0.0,54,1,210.127,4.235635,9.807188,17,1,1,2,2
0,0.0,34,0,117.4392,4.323297,3.985414,9,0,1,3,3
0,1.0,76,0,129.9621,5.792794,8.729509,16,0,0,3,3
1,0.0,59,1,187.656,3.919919,10.9733,13,1,0,2,3
0,1.0,73,0,152.4798,13.67733,10.31976,8,2,1,3,3
1,0.0,63,0,192.4404,1.813049,8.783413,15,0,1,4,5
0,0.0,64,0,144.9607,4.867834,7.403382,8,1,0,4,4
0,0.0,30,0,162.4818,17.76511,6.51399,15,1,1,5,3
0,1.0,74,0,112.4844,19.14395,11.45158,9,2,0,2,2
1,0.0,59,1,187.6094,15.41637,9.461247,12,3,1,4,3
1,0.0,19,1,257.6513,3.978662,6.214679,9,0,1,2,1
0,0.0,60,0,159.9794,6.452058,8.608975,11,1,0,2,2
0,0.0,35,1,152.5022,10.55177,10.31889,14,1,1,3,4
0,1.0,54,0,159.9656,13.87203,6.566599,13,1,0,2,2
1,0.0,70,1,230.1051,15.98627,12.06638,9,1,0,4,3
0,0.0,68,0,114.9838,8.440774,7.11372,13,0,0,2,3
1,0.0,23,1,127.4887,5.706255,10.31167,6,1,0,3,4
1,1.0,23,1,275.1198,11.63009,7.709204,12,0,0,2,2
1,0.0,72,0,184.9634,6.364903,9.942905,8,1,0,2,3
0,1.0,50,1,152.4884,9.119628,4.266815,9,1,0,5,4
0,1.0,31,0,127.482,10.55912,11.07111,7,2,1,3,4
1,0.0,43,0,194.9581,11.11794,10.23565,15,0,0,3,3
1,1.0,18,0,164.967,2.96972,10.62896,8,0,0,4,4
0,0.0,25,0,159.983,6.617173,15.21772,7,2,0,3,3
1,0.0,65,1,127.4421,3.664542,9.134223,18,2,2,4,4
1,0.0,61,1,237.6549,14.10183,9.346821,14,1,0,3,4
0,0.0,87,0,112.4551,13.20294,12.94729,11,0,0,5,4
0,1.0,62,1,152.4555,13.12966,9.41977,7,2,0,2,1
0,1.0,89,1,220.1149,15.07394,7.352338,11,0,0,5,5
1,1.0,25,1,179.9476,20.5514,9.520453,11,1,1,4,4
1,1.0,61,1,172.4567,1.704751,11.16575,15,1,0,4,3
0,1.0,28,0,139.9875,11.13625,14.77223,10,1,0,4,4
0,0.0,76,0,159.9794,5.802984,12.13147,15,1,0,4,3
1,0.0,34,1,164.9647,7.948145,6.35624,14,0,1,4,3
0,0.0,23,0,157.4836,12.0068,11.07762,10,0,1,4,4
1,1.0,24,1,200.1185,20.22191,9.871425,10,1,0,4,4
1,0.0,54,0,182.4538,1.932155,9.358906,6,1,0,3,4
1,1.0,69,1,242.6573,19.93923,13.13329,9,0,0,4,4
1,1.0,80,1,139.965,5.620998,8.546853,11,1,0,1,2
1,1.0,30,0,169.9447,6.446079,8.71185,11,1,0,3,3
0,0.0,54,1,184.9785,7.633753,9.355553,4,2,0,4,5
1,1.0,35,0,149.9776,6.582225,11.4017,13,0,0,4,4
1,0.0,26,1,222.6281,2.420905,10.48505,13,0,0,3,3
1,1.0,19,1,222.6326,2.608423,13.83841,15,0,1,5,4
1,0.0,73,1,242.6106,9.248419,10.43682,10,1,0,3,3
0,1.0,29,1,179.9476,1.652127,10.39103,7,0,0,3,3
1,0.0,57,1,235.1372,2.077466,13.52535,12,0,0,3,3
1,0.0,82,1,262.6106,19.06753,10.10656,14,1,0,4,3
0,1.0,32,0,117.4872,2.12851,9.945653,13,0,0,2,3
0,1.0,71,1,204.9797,13.46686,12.36189,9,1,0,2,3
0,1.0,22,0,92.5018,1.805094,9.31867,14,1,1,5,4
1,1.0,26,1,212.6695,5.886238,9.649624,10,2,0,2,2
1,0.0,76,0,139.9349,4.336113,6.551988,11,1,1,3,2
0,1.0,28,1,230.1051,5.395611,8.991756,11,0,0,4,5
1,1.0,24,1,242.6143,2.930277,13.0395,12,0,0,2,2
0,0.0,55,0,162.497,5.23657,11.341,13,2,0,3,3
1,1.0,79,0,129.9483,1.293544,11.15686,8,1,0,3,2
1,0.0,76,1,139.965,1.76478,14.29507,13,0,0,2,3
1,1.0,55,1,182.4433,15.4459,3.464197,12,0,0,4,4
0,1.0,73,0,127.4601,16.56317,14.68158,11,1,0,4,5
1,1.0,79,0,154.9755,8.939477,10.67296,8,2,0,5,4
0,0.0,78,0,152.4579,5.9717,11.91227,11,1,0,3,3
0,1.0,23,0,134.9509,26.15019,9.589426,9,1,0,3,3
0,0.0,49,0,140.0013,17.84058,12.9317,15,1,0,3,2
0,1.0,32,0,112.4844,11.49687,7.935518,11,1,1,1,3
1,1.0,41,1,197.4702,3.761061,9.320977,10,2,1,5,5
0,0.0,30,0,129.9621,16.39747,16.12913,11,0,1,4,5
0,1.0,37,1,197.4702,11.61284,13.15586,18,0,2,2,2
1,1.0,72,1,187.6094,19.12428,6.985784,15,5,2,3,3
1,0.0,55,0,192.4404,13.85176,11.18568,6,1,1,4,4
0,1.0,56,0,137.4684,18.8572,8.554768,11,1,0,3,2
0,0.0,43,1,139.9512,10.08697,14.26456,11,1,1,2,3
1,0.0,57,1,152.5022,1.895979,15.88055,14,0,0,3,5
1,0.0,74,1,194.9525,2.446064,12.79546,12,2,0,5,3
1,0.0,83,0,174.9768,2.464275,9.731762,8,1,0,3,2
1,0.0,43,1,192.4705,14.80349,15.21575,14,2,0,3,3
1,1.0,52,1,182.49,8.040278,9.63933,19,2,2,6,6
0,1.0,54,0,149.9621,6.453124,9.164653,14,0,0,3,4
1,1.0,74,1,217.484,20.13722,12.49263,7,0,0,3,3
1,1.0,46,1,242.6281,4.355677,9.779093,14,4,0,2,3
1,1.0,28,0,132.466,16.04377,14.54789,12,2,1,3,3
0,1.0,43,1,147.4713,7.42363,13.01594,11,2,1,2,2
0,1.0,20,0,117.4392,20.87424,11.04209,9,1,1,5,4
0,0.0,64,1,202.4433,14.44636,7.405469,16,1,0,3,2
0,0.0,87,0,140.0013,9.000396,10.66838,12,1,0,4,4
0,0.0,32,0,162.4676,7.194779,12.3917,19,2,0,3,3
1,0.0,84,0,142.4713,2.919931,9.380891,12,0,1,4,4
1,1.0,88,1,255.1198,12.86551,16.19038,6,1,0,3,3
0,1.0,18,1,275.1336,18.8098,18.44059,12,0,1,5,4
1,0.0,59,1,200.1185,15.92001,8.669476,12,1,0,5,4
1,1.0,29,1,200.1652,4.85088,9.237382,10,1,0,2,2
1,1.0,50,0,147.4738,4.847411,10.91998,15,0,0,4,4
1,1.0,29,1,232.6415,2.758575,10.99018,11,0,0,4,4
0,0.0,40,0,127.4601,6.116652,7.095061,8,1,0,5,4
1,1.0,46,0,194.9581,1.757261,9.490979,15,0,0,2,2
1,1.0,54,1,210.1051,16.87028,6.548344,14,1,1,4,4
0,0.0,48,1,179.9476,16.66123,7.891279,14,0,0,4,4
0,1.0,62,0,154.9755,12.61471,10.58295,9,1,0,3,3
0,0.0,85,1,182.447,5.714937,7.787876,14,3,0,4,4
1,1.0,81,1,222.6281,2.301772,13.14319,4,0,0,4,3
0,1.0,60,0,137.4686,3.627104,13.36184,11,3,1,4,4
0,1.0,56,0,152.5104,12.00909,6.478653,12,3,0,4,4
0,1.0,19,0,162.4713,24.14282,14.06909,8,3,0,4,3
0,1.0,75,0,169.9447,19.14656,7.832718,10,1,1,3,3
0,1.0,82,0,162.4713,22.14611,9.183616,14,0,1,4,4
0,1.0,66,1,162.4827,5.585004,13.88216,15,0,0,3,3
0,0.0,36,0,182.4676,8.940085,10.63565,12,1,0,3,3
0,0.0,26,0,119.9568,17.82124,11.35287,12,0,1,4,4
0,1.0,77,1,162.447,27.4563,2.094319,9,1,0,4,5
0,0.0,19,0,182.4833,8.522053,10.42305,14,0,0,3,2
0,1.0,43,0,147.4601,8.386909,9.83124,15,1,0,5,5
1,0.0,31,0,159.9349,10.52249,8.183544,15,0,0,3,5
1,1.0,27,0,164.967,9.836216,4.649681,13,1,0,3,5
1,1.0,40,1,194.9663,10.85169,9.447787,12,1,0,4,5
1,1.0,36,1,240.1149,8.973181,8.834633,12,0,0,3,1
0,0.0,64,0,160.0013,14.04801,12.70547,9,0,0,3,4
1,1.0,80,1,242.6326,14.17599,7.499758,13,1,0,2,3
1,1.0,41,1,200.1323,8.619877,4.280086,13,3,0,4,4
1,0.0,32,0,149.9447,17.91527,6.965079,10,2,1,4,3
0,0.0,18,0,149.9776,8.113307,11.16639,18,1,1,3,4
1,0.0,23,1,207.4754,12.52502,13.54662,12,0,2,4,3
0,0.0,57,1,172.4705,9.303687,10.34504,9,0,0,4,2
1,1.0,76,0,159.9656,3.840589,8.80007,12,1,0,6,6
1,0.0,80,1,232.6707,5.142628,13.25797,14,1,0,5,4
1,1.0,47,1,255.1555,2.067128,14.10578,10,0,1,4,4
0,1.0,22,0,179.9656,18.96848,12.38127,15,1,1,2,1
1,1.0,74,1,252.624,2.589165,12.51035,11,1,0,4,2
0,1.0,30,0,112.4551,2.362663,11.05354,11,1,0,2,1
0,0.0,33,1,184.9785,5.585807,8.263688,14,0,0,3,4
1,1.0,67,1,142.4689,16.81789,7.603034,10,0,2,3,3
1,1.0,70,1,255.1336,18.529,7.062036,8,0,0,4,4
1,1.0,84,1,190.1737,14.39213,6.529096,9,1,0,3,4
1,0.0,39,1,220.1323,8.457034,12.72846,16,0,1,4,4
0,1.0,53,0,79.97886,9.24589,13.85374,10,0,2,4,4
1,1.0,74,1,162.447,1.413033,8.067406,13,1,1,4,4
1,0.0,73,0,137.4392,3.680185,8.889321,12,1,2,3,3
0,1.0,42,1,147.4421,16.82081,7.255194,11,1,0,4,4
1,0.0,64,0,184.9853,1.025579,5.6162,10,1,2,4,4
0,1.0,55,0,104.9629,15.02441,9.842896,14,2,0,3,3
0,0.0,48,0,179.9656,2.440244,12.15458,10,0,0,3,2
0,1.0,24,0,127.4738,7.409027,8.978709,16,1,0,3,3
1,0.0,62,1,149.9378,3.148665,5.071108,9,0,0,2,3
0,0.0,74,0,207.4811,29.62966,11.98305,13,0,1,3,3
1,0.0,54,1,245.132,4.044209,8.552086,7,1,0,3,3
0,0.0,62,0,182.497,22.73656,12.96774,12,2,0,3,4
1,1.0,62,0,132.466,2.917886,6.252401,13,1,0,3,3
0,0.0,18,0,172.4579,13.08213,5.707982,14,2,0,2,2
1,0.0,42,1,242.6573,1.740144,8.613955,12,0,0,4,4
1,0.0,67,1,242.6326,9.470798,12.67157,10,1,0,2,1
0,1.0,51,0,147.4783,2.476217,10.45992,11,0,1,3,4
0,1.0,23,0,172.4733,9.05316,6.847776,12,0,0,3,3
0,1.0,52,0,155.0084,10.86199,13.93304,15,1,1,2,3
1,0.0,63,1,222.6143,7.990345,10.94745,10,2,0,5,4
1,0.0,61,1,232.6415,1.500126,11.40109,10,0,0,4,3
1,0.0,88,1,202.6829,6.732509,9.241887,14,1,0,3,4
1,0.0,54,1,222.6792,1.442102,6.726035,13,0,0,3,3
0,1.0,27,1,147.4421,10.89683,7.683895,15,0,1,3,2
0,1.0,49,0,137.4698,10.69505,10.45012,15,2,1,3,3
1,1.0,46,0,199.9902,6.905862,13.56355,18,0,0,7,7
0,1.0,35,0,152.4952,22.31932,10.59909,6,1,0,2,2
1,1.0,58,1,172.4705,4.984918,7.353978,12,0,0,4,4
1,0.0,30,0,139.9861,10.45497,8.738173,11,2,0,3,4
0,1.0,67,1,184.9647,18.81683,6.923674,12,0,0,3,4
0,1.0,35,0,167.4564,18.01018,10.66687,7,3,0,2,2
1,0.0,79,1,245.1283,5.014012,2.820841,10,1,0,4,5
0,1.0,87,1,127.4887,9.817033,9.040639,10,0,0,4,4
1,1.0,55,1,230.1051,7.437784,6.754503,9,0,0,5,5
0,0.0,54,0,139.9568,1.280324,8.249498,14,2,0,4,5
1,0.0,72,0,174.9768,13.43811,15.8001,12,0,0,4,4
0,1.0,81,0,137.4686,3.765838,9.956429,12,0,0,1,3
0,1.0,63,0,162.4833,12.50419,11.10537,14,5,0,4,3
0,0.0,28,1,179.9476,1.798433,18.77915,6,2,1,4,4
0,1.0,18,1,182.447,7.35817,11.2971,12,1,1,5,4
1,1.0,73,0,167.4564,7.744129,7.526996,11,0,1,4,4
0,0.0,76,1,139.9792,16.79677,11.71667,11,0,0,5,4
0,1.0,20,0,152.466,1.311693,8.063233,10,1,1,3,3
1,0.0,61,0,162.4676,6.960522,10.06942,12,2,1,2,2
1,1.0,61,1,277.6513,5.525134,8.417611,9,1,0,6,5
1,0.0,85,1,194.9663,10.29048,7.655763,10,0,1,4,5
0,1.0,48,1,162.447,18.32904,8.578558,16,3,0,4,3
1,0.0,82,0,174.9768,1.794202,9.044468,16,2,0,4,4
0,1.0,24,0,142.5007,16.38978,10.84353,12,2,0,3,3
0,1.0,59,1,194.9744,22.34478,12.23081,14,1,0,4,3
1,0.0,55,1,217.4702,12.91538,10.35484,16,1,0,2,1
1,0.0,54,1,202.6362,11.59627,11.74908,16,2,0,4,3
0,0.0,82,0,167.4564,15.2121,12.38931,9,2,0,4,4
1,0.0,42,1,207.4974,3.771607,8.884262,14,1,0,2,2
0,0.0,41,1,162.4827,11.64744,6.304689,6,1,0,4,3
0,0.0,34,0,124.9781,25.72493,12.82818,14,1,0,3,4
1,1.0,34,1,240.1149,1.393262,10.42511,12,1,0,4,4
1,0.0,81,0,149.9447,12.173,12.17307,11,1,0,3,4
0,1.0,53,0,139.9875,8.909806,9.308406,16,1,1,4,5
0,0.0,88,0,112.4551,10.48608,10.82274,19,1,0,3,4
0,1.0,23,0,104.9643,19.26465,13.03399,10,1,0,3,2
1,0.0,67,1,175.1331,6.24751,14.64439,14,1,1,4,4
0,0.0,21,0,92.5018,9.063713,11.06501,9,1,0,3,3
1,0.0,68,1,162.4937,10.02603,9.811647,16,1,0,4,4
1,0.0,44,1,139.965,28.22989,13.91858,15,0,1,4,4
0,0.0,47,0,159.9656,7.617535,9.650519,5,3,2,4,4
0,1.0,58,0,140.0049,20.58561,13.58247,10,0,0,4,4
0,0.0,75,0,159.9794,12.359,6.136428,14,0,0,3,3
0,0.0,26,0,82.49655,8.437873,9.656318,6,0,0,4,4
1,1.0,30,1,207.4754,14.01692,14.27424,15,1,0,1,2
0,1.0,53,0,159.9349,1.506136,7.942358,16,1,1,2,2
1,0.0,29,1,202.65,5.457127,9.749545,8,4,0,4,3
0,1.0,88,0,124.9781,4.148103,11.26128,10,0,0,4,4
1,1.0,42,1,252.6378,8.867664,8.650145,10,0,0,5,4
1,0.0,51,1,162.447,6.663036,10.96431,7,1,0,3,2
0,1.0,68,0,124.9607,1.563383,9.906298,10,0,0,4,5
1,0.0,46,1,277.6375,13.75426,9.513517,12,1,1,5,4
1,0.0,89,1,232.6378,2.367066,8.846501,14,0,0,3,4
0,0.0,30,0,140.0049,2.333094,4.791388,15,1,0,6,4
0,0.0,56,1,159.9512,14.86158,5.549034,9,2,1,4,2
1,1.0,31,1,220.1478,1.768753,8.776267,11,2,1,3,2
1,0.0,81,1,182.4762,18.25291,7.89302,13,1,2,4,4
0,0.0,48,0,107.5286,1.275948,8.355446,8,1,0,4,4
1,1.0,41,1,255.1417,29.95876,6.322552,9,2,0,3,4
0,1.0,87,0,129.9621,2.073632,9.916894,9,1,0,6,5
0,1.0,61,0,139.9349,10.49402,10.1125,11,1,0,4,4
1,0.0,76,1,202.65,6.368504,10.02298,13,1,0,2,2
1,1.0,82,1,162.4937,7.674186,10.53533,9,1,0,4,4
0,1.0,65,1,172.4705,16.75789,8.848665,15,3,0,3,2
0,0.0,40,1,162.4982,8.473966,8.568261,16,1,0,4,4
0,0.0,33,0,162.5005,30.82191,10.79675,12,0,0,2,2
1,1.0,55,1,147.4421,7.8432,11.70586,10,1,1,4,4
0,1.0,29,0,114.9728,8.03514,4.254491,15,2,1,4,4
1,0.0,82,0,165.0182,5.150963,10.76274,12,1,1,2,3
1,1.0,56,1,275.1336,24.2732,9.720452,12,0,1,2,2
0,1.0,76,1,255.1555,9.38517,7.590769,7,0,1,4,4
1,1.0,80,0,162.4713,13.81972,10.997,14,2,1,4,4
1,0.0,74,1,187.656,1.37258,8.401275,11,1,0,2,4
0,1.0,18,0,137.4872,1.84687,13.42037,7,0,0,3,3
1,1.0,63,1,217.4702,12.23147,9.466427,10,0,0,2,4
0,0.0,30,0,127.5112,6.554584,13.4046,11,0,1,4,4
1,1.0,23,0,149.9913,2.599617,10.47559,13,1,0,3,2
1,0.0,81,0,164.967,2.827378,10.7882,13,1,0,4,3
1,0.0,76,1,197.484,16.12971,9.545723,11,2,0,3,3
0,1.0,29,0,137.4836,23.9038,12.06193,10,0,0,3,4
0,0.0,88,1,184.9647,1.73409,11.88241,11,2,1,3,2
0,0.0,18,0,124.9781,17.45182,16.08459,13,0,2,3,3
1,1.0,82,1,222.6143,3.82548,9.438856,12,2,0,3,5
0,0.0,88,0,139.9816,10.00949,10.33351,14,0,0,2,4
0,0.0,63,0,142.5007,15.81095,8.983351,10,3,1,3,5
1,1.0,43,1,240.1149,4.310974,10.7808,14,1,0,2,3
1,1.0,86,0,164.9889,1.200106,12.11645,9,1,0,2,3
1,1.0,23,0,194.9768,1.99818,8.997143,8,0,0,2,2
0,1.0,18,0,137.4686,16.93745,6.530306,13,1,1,3,4
1,0.0,21,1,220.1185,13.05373,9.976783,12,2,0,2,2
0,0.0,45,0,182.4676,3.533323,10.54543,10,3,1,3,3
0,1.0,20,1,179.9476,16.93329,11.6043,12,1,0,3,2
0,1.0,59,0,134.9509,2.888303,9.824765,16,1,1,3,3
1,1.0,54,0,107.4806,6.307859,11.79632,13,0,0,4,4
1,1.0,67,0,172.4885,4.812563,6.914264,9,0,0,6,5
0,0.0,63,0,149.9621,25.10781,12.06529,17,1,0,3,3
0,1.0,46,1,162.447,10.32034,11.13605,9,1,0,3,3
1,0.0,32,1,245.147,16.7433,13.31371,11,0,0,4,5
0,1.0,38,1,252.6378,6.652608,12.83511,14,2,1,3,3
1,0.0,20,0,159.9875,6.7064,10.19664,12,2,1,4,4
1,0.0,25,1,142.4827,11.96096,13.31326,12,3,0,4,2
1,1.0,71,0,184.9853,7.900866,9.072518,13,0,0,5,4
0,0.0,41,1,147.4421,4.245295,6.015014,12,2,0,4,5
0,1.0,64,1,210.138,10.0496,4.641244,16,0,1,3,1
0,1.0,56,0,132.4798,11.46674,8.943512,10,2,3,4,3
1,0.0,84,1,159.9942,4.469398,12.25739,13,0,0,2,2
0,1.0,55,1,184.9647,10.59491,13.77913,14,0,0,4,5
1,0.0,21,1,182.49,2.82818,7.328353,11,2,1,3,2
1,1.0,77,1,255.1665,6.71156,15.12772,12,2,0,2,3
0,1.0,38,1,127.4421,5.25157,14.32552,11,1,0,4,5
0,0.0,40,0,179.9794,16.4299,9.181711,15,0,0,4,4
1,0.0,58,1,202.65,7.896371,11.58885,13,0,0,3,3
1,1.0,56,0,119.9897,15.06815,11.80835,12,1,0,5,6
1,0.0,55,1,252.624,3.700985,9.235801,17,1,0,4,3
0,0.0,45,1,127.4421,17.26451,12.03055,10,0,1,5,5
